32,355,362,354,352,359,348,357,477,344,342,475,474,209,473
32,355,362,356,373,24,23,25,27,350,384,30,29,474,209,473
32,355,107,356,353,351,26,25,27,30,384,346,475,474,209,473
32,355,107,356,373,24,23,25,27,30,29,346,475,474,209,473
32,355,107,356,353,351,26,350,384,30,29,346,475,474,209,473
32,355,362,356,353,372,26,25,27,350,384,30,29,474,209,473
32,355,362,356,373,24,23,25,26,350,27,30,29,474,209,473
32,355,362,356,353,351,349,350,27,30,384,346,29,474,209,473
32,355,362,356,353,351,26,350,27,30,384,346,29,31,209,473
32,355,107,356,353,372,26,25,27,30,29,346,475,474,209,473
32,355,362,354,353,351,26,25,27,350,384,346,29,31,209,473
32,355,107,356,373,24,23,25,27,350,384,346,29,474,209,473
32,355,362,356,353,351,26,350,27,30,29,346,475,474,209,473
32,355,107,356,353,372,26,25,27,350,384,346,29,474,209,473
32,355,362,354,352,351,26,350,27,30,384,346,475,474,209,473
32,355,362,356,373,24,23,25,26,350,384,30,29,31,209,473
32,355,362,356,373,372,26,350,27,30,384,346,475,474,209,473
32,355,362,354,353,351,349,347,384,30,29,346,475,474,209,473
32,33,708,361,354,352,359,348,347,384,30,377,733,31,209,473
32,355,362,356,353,351,349,350,384,30,29,346,475,474,209,473
32,355,107,356,373,24,23,25,26,350,384,346,29,31,209,473
32,355,362,354,353,372,26,25,27,350,384,30,29,31,209,473
32,355,362,354,353,351,349,350,27,30,384,346,29,31,209,473
32,355,362,356,373,24,23,25,27,350,384,346,29,31,209,473
32,355,362,356,353,372,26,25,27,350,384,346,29,31,209,473
32,355,362,356,353,351,26,25,27,350,384,346,475,474,209,473
32,355,107,356,353,372,26,350,27,30,384,346,29,31,209,473
32,355,362,354,353,351,349,350,27,30,29,346,475,474,209,473
32,355,107,356,353,351,26,350,27,30,384,346,475,474,209,473
32,355,107,356,373,372,26,25,27,30,384,346,29,474,209,473
32,355,107,356,353,372,26,350,27,30,29,346,475,474,209,473
32,355,107,390,214,24,373,372,26,350,384,346,29,474,209,473
32,355,362,354,352,351,26,25,27,30,384,346,29,31,209,473
32,355,362,356,353,351,349,350,27,30,384,346,475,474,209,473
32,355,362,356,373,372,26,25,27,30,384,346,29,31,209,473
32,355,107,356,373,24,23,25,27,350,384,346,475,474,209,473
32,355,362,354,352,351,26,25,27,30,29,346,475,474,209,473
32,355,107,356,353,372,26,25,27,350,384,346,475,474,209,473
32,355,362,356,373,372,26,25,27,30,29,346,475,474,209,473
32,355,362,354,352,351,26,25,27,350,384,346,29,474,209,473
32,355,362,356,373,372,26,25,27,350,384,346,29,474,209,473
32,355,107,356,373,372,26,350,27,30,384,346,29,474,209,473
32,355,107,390,214,24,23,25,27,30,384,346,29,474,209,473
32,355,107,356,353,351,26,25,27,30,384,346,29,31,209,473
32,355,362,356,353,351,26,25,27,350,384,30,29,474,209,473
32,355,107,356,353,351,26,25,27,30,29,346,475,474,209,473
32,33,708,361,354,352,359,349,347,384,30,377,733,31,209,473
32,355,107,356,373,372,26,25,27,30,384,346,475,474,209,473
32,355,362,354,352,351,349,350,27,30,384,346,29,474,209,473
32,355,362,354,352,351,26,350,27,30,384,346,29,31,209,473
32,355,107,356,373,372,26,350,384,30,29,346,475,474,209,473
32,355,107,356,353,351,26,25,27,350,384,346,29,474,209,473
32,355,362,356,373,372,26,350,27,30,384,346,29,31,209,473
32,355,362,354,352,351,26,350,27,30,29,346,475,474,209,473
32,355,362,356,373,372,26,350,27,30,29,346,475,474,209,473
32,355,107,390,214,24,373,372,26,350,384,346,475,474,209,473
32,355,107,390,214,24,23,25,26,350,384,346,29,474,209,473
32,33,708,361,354,352,359,349,350,27,30,377,733,31,209,473
32,355,362,354,353,351,26,25,27,350,384,30,29,31,209,473
32,355,362,354,352,351,349,350,384,30,29,346,475,474,209,473
32,355,107,356,373,24,23,25,27,350,384,30,29,474,209,473
32,355,362,356,353,351,26,25,27,350,384,346,29,31,209,473
32,355,107,356,353,372,26,25,27,350,384,30,29,474,209,473
32,355,107,356,373,24,23,25,26,350,27,30,29,474,209,473
32,355,107,356,353,351,349,350,27,30,384,346,29,474,209,473
32,355,107,356,353,351,26,350,27,30,384,346,29,31,209,473
32,355,362,354,352,351,26,25,27,350,384,346,475,474,209,473
32,355,362,356,353,351,349,347,384,30,29,346,475,474,209,473
32,355,107,356,353,351,26,350,27,30,29,346,475,474,209,473
32,355,362,356,373,372,26,25,27,350,384,346,475,474,209,473
32,355,107,356,373,24,23,25,26,350,384,30,29,31,209,473
32,355,107,356,373,372,26,350,27,30,384,346,475,474,209,473
32,355,107,390,373,24,23,25,27,30,384,346,29,474,209,473
32,355,362,356,373,24,23,25,27,350,384,30,29,31,209,473
32,355,107,390,214,24,23,25,27,30,384,346,475,474,209,473
32,355,107,356,353,351,349,350,384,30,29,346,475,474,209,473
32,355,362,356,353,372,26,25,27,350,384,30,29,31,209,473
32,355,362,356,373,24,23,25,26,350,27,30,29,31,209,473
32,355,362,356,353,351,349,350,27,30,384,346,29,31,209,473
32,355,107,356,373,24,23,25,27,350,384,346,29,31,209,473
32,355,362,356,353,351,349,350,27,30,29,346,475,474,209,473
32,355,362,354,352,351,349,350,27,30,384,346,475,474,209,473
32,355,107,356,353,372,26,25,27,350,384,346,29,31,209,473
32,355,107,356,353,351,26,25,27,350,384,346,475,474,209,473
32,355,107,390,214,24,373,372,26,350,384,30,29,474,209,473
32,355,107,390,373,24,23,25,26,350,384,346,29,474,209,473
32,355,107,390,214,24,23,25,26,350,384,346,475,474,209,473
32,355,107,356,353,351,349,350,27,30,384,346,475,474,209,473
32,355,107,356,373,372,26,25,27,30,384,346,29,31,209,473
32,355,362,354,352,351,26,25,27,350,384,30,29,474,209,473
32,355,362,356,373,372,26,25,27,350,384,30,29,474,209,473
32,355,107,356,373,372,26,25,27,30,29,346,475,474,209,473
32,355,107,390,214,24,373,372,26,350,384,346,29,31,209,473
32,355,107,356,373,372,26,25,27,350,384,346,29,474,209,473
32,355,107,390,373,24,23,25,27,30,384,346,475,474,209,473
32,355,362,356,373,24,23,25,26,350,27,28,377,733,31,209,473
32,355,107,356,353,351,26,25,27,350,384,30,29,474,209,473
32,355,362,354,352,351,26,25,27,350,384,346,29,31,209,473
32,355,362,356,373,372,26,25,27,350,384,346,29,31,209,473
32,355,107,356,373,372,26,350,27,30,384,346,29,31,209,473
32,355,362,354,352,351,349,347,384,30,29,346,475,474,209,473
32,355,107,390,373,24,23,25,26,350,384,346,475,474,209,473
32,355,107,390,214,24,23,25,26,350,384,30,29,474,209,473
32,355,107,390,214,24,23,25,27,30,384,346,29,31,209,473
32,355,107,356,373,372,26,350,27,30,29,346,475,474,209,473
32,355,362,356,353,351,26,25,27,350,384,30,29,31,209,473
32,355,107,390,214,24,23,25,27,30,29,346,475,474,209,473
32,355,362,354,352,351,349,350,27,30,384,346,29,31,209,473
32,355,107,390,214,24,23,25,27,350,384,346,29,474,209,473
32,355,107,356,353,351,26,25,27,350,384,346,29,31,209,473
32,355,362,354,352,359,349,350,27,30,384,346,29,474,209,473
32,355,362,354,352,351,349,350,27,30,29,346,475,474,209,473
32,355,107,356,353,351,349,347,384,30,29,346,475,474,209,473
32,355,107,390,214,24,373,372,26,25,27,30,29,474,209,473
32,355,107,356,373,372,26,25,27,350,384,346,475,474,209,473
32,355,107,390,214,24,23,25,26,350,384,346,29,31,209,473
32,355,107,356,373,24,23,25,27,350,384,30,29,31,209,473
32,355,107,356,353,372,26,25,27,350,384,30,29,31,209,473
32,355,107,356,373,24,23,25,26,350,27,30,29,31,209,473
32,355,362,354,352,359,349,350,384,30,29,346,475,474,209,473
32,355,107,356,353,351,349,350,27,30,384,346,29,31,209,473
32,355,107,356,353,351,349,350,27,30,29,346,475,474,209,473
32,355,107,390,373,24,23,25,26,350,384,30,29,474,209,473
32,355,107,390,373,24,23,25,27,30,384,346,29,31,209,473
32,355,107,390,373,24,23,25,27,30,29,346,475,474,209,473
32,355,107,390,214,24,373,372,26,350,27,30,29,474,209,473
32,355,107,390,373,24,23,25,27,350,384,346,29,474,209,473
32,355,107,390,214,24,23,25,27,350,384,346,475,474,209,473
32,355,362,354,352,359,348,347,384,30,29,346,475,474,209,473
32,355,362,354,352,359,349,350,27,30,384,346,475,474,209,473
32,355,107,390,214,24,373,372,26,350,384,30,29,31,209,473
32,355,107,356,373,372,26,25,27,350,384,30,29,474,209,473
32,355,107,390,373,24,23,25,26,350,384,346,29,31,209,473
32,355,107,356,373,24,23,25,26,350,27,28,377,733,31,209,473
32,355,362,354,352,351,26,25,27,350,384,30,29,31,209,473
32,355,107,390,373,372,26,25,27,30,384,346,29,474,209,473
32,355,362,356,373,372,26,25,27,350,384,30,29,31,209,473
32,355,107,356,373,372,26,25,27,350,384,346,29,31,209,473
32,355,107,390,373,24,23,25,27,350,384,346,475,474,209,473
32,355,107,390,214,24,23,25,27,350,384,30,29,474,209,473
32,355,107,356,353,351,26,25,27,350,384,30,29,31,209,473
32,355,107,390,214,24,23,25,26,350,27,30,29,474,209,473
32,355,107,390,373,372,26,350,27,30,384,346,29,474,209,473
32,355,107,390,214,24,23,25,26,350,384,30,29,31,209,473
32,355,362,354,352,359,349,347,384,30,29,346,475,474,209,473
32,355,107,390,214,24,23,25,27,350,384,346,29,31,209,473
32,355,107,390,373,372,26,25,27,30,384,346,475,474,209,473
32,355,107,390,373,372,26,350,384,30,29,346,475,474,209,473
32,355,362,354,352,359,349,350,27,30,384,346,29,31,209,473
32,355,362,354,352,359,349,350,27,30,29,346,475,474,209,473
32,355,107,390,214,24,373,372,26,25,27,30,29,31,209,473
32,355,107,390,373,24,23,25,27,350,384,30,29,474,209,473
32,355,107,390,373,24,23,25,26,350,27,30,29,474,209,473
32,355,107,390,373,24,23,25,26,350,384,30,29,31,209,473
32,355,107,390,373,372,26,350,27,30,384,346,475,474,209,473
32,355,107,390,214,24,373,372,26,350,27,30,29,31,209,473
32,355,107,390,373,24,23,25,27,350,384,346,29,31,209,473
32,355,107,356,373,372,26,25,27,350,384,30,29,31,209,473
32,355,107,390,214,24,373,372,26,25,27,28,377,733,31,209,473
32,355,107,390,373,372,26,25,27,30,384,346,29,31,209,473
32,355,107,390,373,372,26,25,27,30,29,346,475,474,209,473
32,355,107,390,373,372,26,25,27,350,384,346,29,474,209,473
32,355,107,390,214,24,373,372,26,350,27,28,377,733,31,209,473
32,355,107,390,214,24,23,25,27,350,384,30,29,31,209,473
32,355,107,390,214,24,23,25,26,350,27,30,29,31,209,473
32,355,107,390,373,372,26,350,27,30,384,346,29,31,209,473
32,355,107,390,373,372,26,350,27,30,29,346,475,474,209,473
32,355,362,354,353,372,26,25,27,30,384,346,29,474,632,473
32,355,107,390,373,372,26,25,27,350,384,346,475,474,209,473
32,355,107,390,373,24,23,25,27,350,384,30,29,31,209,473
32,355,107,390,373,24,23,25,26,350,27,30,29,31,209,473
32,355,107,390,214,24,23,25,26,350,27,28,377,733,31,209,473
32,355,107,390,214,24,373,372,26,25,374,28,377,733,31,209,473
32,355,362,354,353,372,26,350,27,30,384,346,29,474,632,473
32,355,362,354,353,372,26,25,27,30,384,346,475,474,632,473
32,355,362,354,353,372,26,350,384,30,29,346,475,474,632,473
32,355,107,390,373,372,26,25,27,350,384,30,29,474,209,473
32,355,107,390,373,24,23,25,26,350,27,28,377,733,31,209,473
32,355,362,354,353,351,26,25,27,30,384,346,29,474,632,473
32,355,362,354,353,372,26,350,27,30,384,346,475,474,632,473
32,355,107,390,373,372,26,25,27,350,384,346,29,31,209,473
32,355,362,356,373,24,23,25,27,30,384,346,29,474,632,473
32,355,362,356,353,372,26,25,27,30,384,346,29,474,632,473
32,355,362,354,353,351,26,350,27,30,384,346,29,474,632,473
32,355,362,356,373,24,23,25,26,350,384,346,29,474,632,473
32,355,362,354,353,351,26,25,27,30,384,346,475,474,632,473
32,355,362,354,353,351,26,350,384,30,29,346,475,474,632,473
32,355,362,354,353,372,26,25,27,30,29,346,475,474,632,473
32,355,362,356,353,372,26,350,27,30,384,346,29,474,632,473
32,355,362,354,353,372,26,25,27,350,384,346,29,474,632,473
32,355,362,356,373,24,23,25,27,30,384,346,475,474,632,473
32,355,362,356,353,372,26,25,27,30,384,346,475,474,632,473
32,355,362,356,353,372,26,350,384,30,29,346,475,474,632,473
32,355,362,354,353,351,26,350,27,30,384,346,475,474,632,473
32,355,362,354,353,372,26,350,27,30,29,346,475,474,632,473
32,33,708,362,354,353,372,26,25,27,30,384,346,29,474,209,473
32,355,362,356,373,24,23,25,26,350,384,346,475,474,632,473
32,355,362,356,353,351,26,25,27,30,384,346,29,474,632,473
32,355,107,390,373,372,26,25,27,350,384,30,29,31,209,473
32,355,362,356,353,372,26,350,27,30,384,346,475,474,632,473
32,355,362,354,353,372,26,25,27,350,384,346,475,474,632,473
32,355,107,356,373,24,23,25,27,30,384,346,29,474,632,473
32,355,107,356,353,372,26,25,27,30,384,346,29,474,632,473
32,33,708,362,354,353,372,26,350,27,30,384,346,29,474,209,473
32,355,362,354,353,351,26,25,27,30,29,346,475,474,632,473
32,355,362,356,353,351,26,350,27,30,384,346,29,474,632,473
32,355,362,354,353,351,26,25,27,350,384,346,29,474,632,473
32,355,362,356,373,24,23,25,26,350,384,30,29,474,632,473
32,33,708,362,354,353,372,26,25,27,30,384,346,475,474,209,473
32,33,708,362,354,353,372,26,350,384,30,29,346,475,474,209,473
32,355,362,356,353,351,26,25,27,30,384,346,475,474,632,473
32,355,362,356,373,24,23,25,27,30,29,346,475,474,632,473
32,355,362,356,353,351,26,350,384,30,29,346,475,474,632,473
32,355,107,356,373,24,23,25,26,350,384,346,29,474,632,473
32,355,362,356,353,372,26,25,27,30,29,346,475,474,632,473
32,355,362,354,353,372,26,25,27,350,384,30,29,474,632,473
32,355,362,354,353,351,349,350,27,30,384,346,29,474,632,473
32,355,362,356,373,24,23,25,27,350,384,346,29,474,632,473
32,355,362,356,353,372,26,25,27,350,384,346,29,474,632,473
32,355,107,356,353,372,26,350,27,30,384,346,29,474,632,473
32,355,362,354,353,351,26,350,27,30,29,346,475,474,632,473
32,33,708,362,354,353,351,26,25,27,30,384,346,29,474,209,473
32,355,362,354,353,351,349,350,384,30,29,346,475,474,632,473
32,355,107,356,373,24,23,25,27,30,384,346,475,474,632,473
32,355,107,356,353,372,26,25,27,30,384,346,475,474,632,473
32,33,708,362,354,353,372,26,350,27,30,384,346,475,474,209,473
32,355,107,356,353,372,26,350,384,30,29,346,475,474,632,473
32,355,362,354,352,351,26,25,27,30,384,346,29,474,632,473
32,355,362,356,353,351,26,350,27,30,384,346,475,474,632,473
32,355,362,356,373,372,26,25,27,30,384,346,29,474,632,473
32,355,362,354,353,351,26,25,27,350,384,346,475,474,632,473
32,355,362,356,353,372,26,350,27,30,29,346,475,474,632,473
32,33,708,362,356,373,24,23,25,27,30,384,346,29,474,209,473
32,33,708,362,356,353,372,26,25,27,30,384,346,29,474,209,473
32,355,107,356,373,24,23,25,26,350,384,346,475,474,632,473
32,355,107,356,353,351,26,25,27,30,384,346,29,474,632,473
32,33,708,362,354,353,351,26,350,27,30,384,346,29,474,209,473
32,355,362,354,353,351,349,350,27,30,384,346,475,474,632,473
32,355,362,356,373,24,23,25,27,350,384,346,475,474,632,473
32,355,362,356,353,372,26,25,27,350,384,346,475,474,632,473
32,355,107,356,353,372,26,350,27,30,384,346,475,474,632,473
32,355,362,354,352,351,26,350,27,30,384,346,29,474,632,473
32,355,362,356,373,372,26,350,27,30,384,346,29,474,632,473
32,33,708,362,356,373,24,23,25,26,350,384,346,29,474,209,473
32,33,708,362,354,353,372,26,25,27,30,384,346,29,31,209,473
32,33,708,362,354,353,351,26,25,27,30,384,346,475,474,209,473
32,33,708,362,354,353,351,26,350,384,30,29,346,475,474,209,473
32,33,708,362,354,353,372,26,25,27,30,29,346,475,474,209,473
32,33,708,362,356,353,372,26,350,27,30,384,346,29,474,209,473
32,355,362,356,353,351,26,25,27,30,29,346,475,474,632,473
32,33,708,362,354,353,372,26,25,27,350,384,346,29,474,209,473
32,355,362,354,352,351,26,25,27,30,384,346,475,474,632,473
32,355,362,354,353,351,26,25,27,350,384,30,29,474,632,473
32,355,362,354,352,351,26,350,384,30,29,346,475,474,632,473
32,355,362,356,373,372,26,25,27,30,384,346,475,474,632,473
32,355,362,356,373,372,26,350,384,30,29,346,475,474,632,473
32,355,362,356,353,351,26,25,27,350,384,346,29,474,632,473
32,355,107,356,353,351,26,350,27,30,384,346,29,474,632,473
32,33,708,362,356,373,24,23,25,27,30,384,346,475,474,209,473
32,33,708,362,356,353,372,26,25,27,30,384,346,475,474,209,473
32,33,708,362,356,353,372,26,350,384,30,29,346,475,474,209,473
32,355,107,356,373,24,23,25,26,350,384,30,29,474,632,473
32,355,362,356,373,24,23,25,27,350,384,30,29,474,632,473
32,33,708,362,354,353,372,26,350,27,30,384,346,29,31,209,473
32,355,107,356,353,351,26,25,27,30,384,346,475,474,632,473
32,33,708,362,354,353,351,26,350,27,30,384,346,475,474,209,473
32,355,107,356,373,24,23,25,27,30,29,346,475,474,632,473
32,355,107,356,353,351,26,350,384,30,29,346,475,474,632,473
32,355,362,356,353,372,26,25,27,350,384,30,29,474,632,473
32,355,362,356,373,24,23,25,26,350,27,30,29,474,632,473
32,355,362,356,353,351,349,350,27,30,384,346,29,474,632,473
32,355,107,356,353,372,26,25,27,30,29,346,475,474,632,473
32,33,708,362,354,353,372,26,350,27,30,29,346,475,474,209,473
32,355,107,356,373,24,23,25,27,350,384,346,29,474,632,473
32,355,362,356,353,351,26,350,27,30,29,346,475,474,632,473
32,355,107,356,353,372,26,25,27,350,384,346,29,474,632,473
32,355,362,354,352,351,26,350,27,30,384,346,475,474,632,473
32,355,362,356,373,372,26,350,27,30,384,346,475,474,632,473
32,355,362,354,353,351,349,347,384,30,29,346,475,474,632,473
32,33,708,362,356,373,24,23,25,26,350,384,346,475,474,209,473
32,33,708,362,356,353,351,26,25,27,30,384,346,29,474,209,473
32,355,362,356,353,351,349,350,384,30,29,346,475,474,632,473
32,33,708,362,356,353,372,26,350,27,30,384,346,475,474,209,473
32,33,708,362,354,353,372,26,25,27,350,384,346,475,474,209,473
32,355,362,356,353,351,26,25,27,350,384,346,475,474,632,473
32,355,362,354,353,351,349,350,27,30,29,346,475,474,632,473
32,355,107,356,353,351,26,350,27,30,384,346,475,474,632,473
32,355,107,356,373,372,26,25,27,30,384,346,29,474,632,473
32,355,107,356,353,372,26,350,27,30,29,346,475,474,632,473
32,33,708,362,354,353,351,26,25,27,30,384,346,29,31,209,473
32,355,107,390,214,24,373,372,26,350,384,346,29,474,632,473
32,33,708,362,354,353,351,26,25,27,30,29,346,475,474,209,473
32,33,708,361,354,353,372,26,25,27,30,384,346,29,474,209,473
32,33,708,362,356,353,351,26,350,27,30,384,346,29,474,209,473
32,355,362,356,353,351,349,350,27,30,384,346,475,474,632,473
32,33,708,362,354,353,351,26,25,27,350,384,346,29,474,209,473
32,355,107,356,373,24,23,25,27,350,384,346,475,474,632,473
32,355,362,354,352,351,26,25,27,30,29,346,475,474,632,473
32,355,107,356,353,372,26,25,27,350,384,346,475,474,632,473
32,355,362,356,373,372,26,25,27,30,29,346,475,474,632,473
32,33,708,362,356,373,24,23,25,26,350,384,30,29,474,209,473
32,33,708,362,356,373,24,23,25,27,30,384,346,29,31,209,473
32,355,362,354,352,351,26,25,27,350,384,346,29,474,632,473
32,355,362,356,373,372,26,25,27,350,384,346,29,474,632,473
32,33,708,362,356,353,372,26,25,27,30,384,346,29,31,209,473
32,33,708,362,356,353,351,26,25,27,30,384,346,475,474,209,473
32,355,107,356,373,372,26,350,27,30,384,346,29,474,632,473
32,33,708,362,356,373,24,23,25,27,30,29,346,475,474,209,473
32,33,708,362,356,353,351,26,350,384,30,29,346,475,474,209,473
32,33,708,362,356,353,372,26,25,27,30,29,346,475,474,209,473
32,33,708,362,354,353,372,26,25,27,350,384,30,29,474,209,473
32,355,107,390,214,24,23,25,27,30,384,346,29,474,632,473
32,33,708,362,354,353,351,349,350,27,30,384,346,29,474,209,473
32,33,708,362,356,373,24,23,25,27,350,384,346,29,474,209,473
32,33,708,362,354,353,351,26,350,27,30,384,346,29,31,209,473
32,33,708,362,356,353,372,26,25,27,350,384,346,29,474,209,473
32,355,362,356,353,351,26,25,27,350,384,30,29,474,632,473
32,355,107,356,353,351,26,25,27,30,29,346,475,474,632,473
32,33,708,362,354,353,351,26,350,27,30,29,346,475,474,209,473
32,355,107,356,373,372,26,25,27,30,384,346,475,474,632,473
32,355,362,354,352,351,349,350,27,30,384,346,29,474,632,473
32,33,708,361,354,353,372,26,350,27,30,384,346,29,474,209,473
32,355,107,356,373,372,26,350,384,30,29,346,475,474,632,473
32,355,107,356,353,351,26,25,27,350,384,346,29,474,632,473
32,33,708,362,356,373,24,23,25,26,350,384,346,29,31,209,473
32,355,362,354,352,351,26,350,27,30,29,346,475,474,632,473
32,33,708,362,354,353,351,349,350,384,30,29,346,475,474,209,473
32,355,362,356,373,372,26,350,27,30,29,346,475,474,632,473
32,355,107,390,214,24,373,372,26,350,384,346,475,474,632,473
32,33,708,362,356,353,372,26,350,27,30,384,346,29,31,209,473
32,33,708,362,354,352,351,26,25,27,30,384,346,29,474,209,473
32,355,107,390,214,24,23,25,26,350,384,346,29,474,632,473
32,33,708,361,354,353,372,26,25,27,30,384,346,475,474,209,473
32,33,708,362,356,353,351,26,350,27,30,384,346,475,474,209,473
32,33,708,362,354,353,372,26,25,27,350,384,346,29,31,209,473
32,355,362,354,352,351,349,350,384,30,29,346,475,474,632,473
32,33,708,361,354,353,372,26,350,384,30,29,346,475,474,209,473
32,33,708,362,356,373,372,26,25,27,30,384,346,29,474,209,473
32,33,708,362,354,353,351,26,25,27,350,384,346,475,474,209,473
32,355,107,356,373,24,23,25,27,350,384,30,29,474,632,473
32,33,708,362,356,353,372,26,350,27,30,29,346,475,474,209,473
32,355,107,356,353,372,26,25,27,350,384,30,29,474,632,473
32,355,107,356,373,24,23,25,26,350,27,30,29,474,632,473
32,355,107,356,353,351,349,350,27,30,384,346,29,474,632,473
32,355,362,354,352,351,26,25,27,350,384,346,475,474,632,473
32,355,362,356,353,351,349,347,384,30,29,346,475,474,632,473
32,355,107,356,353,351,26,350,27,30,29,346,475,474,632,473
32,355,362,356,373,372,26,25,27,350,384,346,475,474,632,473
32,355,107,356,373,372,26,350,27,30,384,346,475,474,632,473
32,355,107,390,373,24,23,25,27,30,384,346,29,474,632,473
32,355,107,390,214,24,23,25,27,30,384,346,475,474,632,473
32,33,708,362,354,353,351,349,350,27,30,384,346,475,474,209,473
32,33,708,362,356,373,24,23,25,27,350,384,346,475,474,209,473
32,355,107,356,353,351,349,350,384,30,29,346,475,474,632,473
32,33,708,362,356,353,372,26,25,27,350,384,346,475,474,209,473
32,33,708,361,354,353,351,26,25,27,30,384,346,29,474,209,473
32,355,362,356,353,351,349,350,27,30,29,346,475,474,632,473
32,33,708,362,354,352,351,26,350,27,30,384,346,29,474,209,473
32,355,362,354,352,351,349,350,27,30,384,346,475,474,632,473
32,33,708,361,354,353,372,26,350,27,30,384,346,475,474,209,473
32,355,107,356,353,351,26,25,27,350,384,346,475,474,632,473
32,33,708,362,356,373,372,26,350,27,30,384,346,29,474,209,473
32,355,107,390,214,24,373,372,26,350,384,30,29,474,632,473
32,33,708,362,356,353,351,26,25,27,30,384,346,29,31,209,473
32,355,107,390,373,24,23,25,26,350,384,346,29,474,632,473
32,33,708,362,356,353,351,26,25,27,30,29,346,475,474,209,473
32,33,708,362,354,352,351,26,25,27,30,384,346,475,474,209,473
32,355,107,390,214,24,23,25,26,350,384,346,475,474,632,473
32,33,708,362,354,353,351,26,25,27,350,384,30,29,474,209,473
32,33,708,362,354,352,351,26,350,384,30,29,346,475,474,209,473
32,33,708,362,356,373,372,26,25,27,30,384,346,475,474,209,473
32,33,708,362,356,373,372,26,350,384,30,29,346,475,474,209,473
32,33,708,362,356,353,351,26,25,27,350,384,346,29,474,209,473
32,355,107,356,353,351,349,350,27,30,384,346,475,474,632,473
32,355,362,354,352,351,26,25,27,350,384,30,29,474,632,473
32,33,708,361,354,353,351,26,350,27,30,384,346,29,474,209,473
32,355,362,356,373,372,26,25,27,350,384,30,29,474,632,473
32,355,107,356,373,372,26,25,27,30,29,346,475,474,632,473
32,355,107,356,373,372,26,25,27,350,384,346,29,474,632,473
32,355,107,390,373,24,23,25,27,30,384,346,475,474,632,473
32,33,708,362,356,373,24,23,25,27,350,384,30,29,474,209,473
32,33,708,362,356,353,372,26,25,27,350,384,30,29,474,209,473
32,33,708,362,356,373,24,23,25,26,350,27,30,29,474,209,473
32,33,708,362,356,353,351,349,350,27,30,384,346,29,474,209,473
32,33,708,361,354,353,372,26,25,27,30,384,346,29,31,209,473
32,33,708,362,356,353,351,26,350,27,30,384,346,29,31,209,473
32,33,708,361,354,353,351,26,25,27,30,384,346,475,474,209,473
32,33,708,362,354,353,351,26,25,27,350,384,346,29,31,209,473
32,33,708,361,354,353,351,26,350,384,30,29,346,475,474,209,473
32,33,708,361,354,353,372,26,25,27,30,29,346,475,474,209,473
32,33,708,362,356,353,351,26,350,27,30,29,346,475,474,209,473
32,355,107,356,353,351,26,25,27,350,384,30,29,474,632,473
32,33,708,362,354,352,351,26,350,27,30,384,346,475,474,209,473
32,33,708,362,356,373,24,23,25,26,350,384,30,29,31,209,473
32,33,708,362,356,373,372,26,350,27,30,384,346,475,474,209,473
32,33,708,362,354,353,351,349,347,384,30,29,346,475,474,209,473
32,33,708,361,354,353,372,26,25,27,350,384,346,29,474,209,473
32,33,708,362,356,353,351,349,350,384,30,29,346,475,474,209,473
32,355,362,354,352,351,349,347,384,30,29,346,475,474,632,473
32,355,107,390,373,24,23,25,26,350,384,346,475,474,632,473
32,355,107,390,214,24,23,25,26,350,384,30,29,474,632,473
32,33,708,362,354,353,372,26,25,27,350,384,30,29,31,209,473
32,355,107,356,373,372,26,350,27,30,29,346,475,474,632,473
32,33,708,362,354,353,351,349,350,27,30,384,346,29,31,209,473
32,33,708,362,356,373,24,23,25,27,350,384,346,29,31,209,473
32,33,708,362,356,353,372,26,25,27,350,384,346,29,31,209,473
32,33,708,362,356,353,351,26,25,27,350,384,346,475,474,209,473
32,355,107,390,214,24,23,25,27,30,29,346,475,474,632,473
32,33,708,362,354,353,351,349,350,27,30,29,346,475,474,209,473
32,33,708,361,354,353,372,26,350,27,30,384,346,29,31,209,473
32,355,107,390,214,24,23,25,27,350,384,346,29,474,632,473
32,33,708,361,354,353,351,26,350,27,30,384,346,475,474,209,473
32,355,362,354,352,359,349,350,27,30,384,346,29,474,632,473
32,355,362,354,352,351,349,350,27,30,29,346,475,474,632,473
32,33,708,361,354,353,372,26,350,27,30,29,346,475,474,209,473
32,355,107,356,353,351,349,347,384,30,29,346,475,474,632,473
32,355,107,390,214,24,373,372,26,25,27,30,29,474,632,473
32,355,107,356,373,372,26,25,27,350,384,346,475,474,632,473
32,33,708,362,354,352,351,26,25,27,30,384,346,29,31,209,473
32,33,708,362,356,353,351,349,350,27,30,384,346,475,474,209,473
32,33,708,362,356,373,372,26,25,27,30,384,346,29,31,209,473
32,33,708,362,354,352,351,26,25,27,30,29,346,475,474,209,473
32,355,362,354,352,359,349,350,384,30,29,346,475,474,632,473
32,33,708,362,356,373,372,26,25,27,30,29,346,475,474,209,473
32,33,708,362,354,352,351,26,25,27,350,384,346,29,474,209,473
32,33,708,361,354,353,372,26,25,27,350,384,346,475,474,209,473
32,355,107,356,353,351,349,350,27,30,29,346,475,474,632,473
32,33,708,362,356,373,372,26,25,27,350,384,346,29,474,209,473
32,355,107,390,373,24,23,25,26,350,384,30,29,474,632,473
32,33,708,362,356,353,351,26,25,27,350,384,30,29,474,209,473
